FaultName,FaultID,State,SiteName,CPDId,SliprateId,Longitude,Latitude,DistToCFMFault,CFM6ObjectName,DataType,Observation,PrefRate,LowRate,HighRate,RateUncr,RateType,ReptReint,OffsetType,AgeType,NumEvents,RateAge,QbinMin,QbinMax,Reference
624,Silver King Pass,1221,NV,approx centroid,S-0624,SR-0906,-114.899954622000,38.218345342000,254.65,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
625,Wheeler Peak,1285,NV,approx centroid,S-0625,SR-0907,-114.362006187000,38.903050431700,337.08,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
626,Southern Snake Range,1228,NV,approx centroid,S-0626,SR-0908,-114.141002234000,38.776851069900,344.36,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
627,Western Bull Run Mountains,1280,NV,approx centroid,S-0627,SR-0909,-116.197124568000,41.630789933900,497.11,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
628,Tuscarora,1238,NV,approx centroid,S-0628,SR-0910,-116.201919188000,41.293849901100,460.98,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
629,Peko Peak,1201,NV,approx centroid,S-0629,SR-0911,-115.506855698000,41.079278058900,458.94,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
630,Oneil Basin (east),1196,NV,approx centroid,S-0630,SR-0912,-115.066322991000,41.883928030500,555.51,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
631,Oneil Basin (west),1197,NV,approx centroid,S-0631,SR-0913,-115.197389811000,41.767456657500,539.25,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
632,Contact (south),1152,NV,approx centroid,S-0632,SR-0914,-114.768046242000,41.698095406300,547.91,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
633,Thousand Springs Valley,1235,NV,approx centroid,S-0633,SR-0915,-114.629992661000,41.519857714500,536.16,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
634,Pilot Creek Valley,1204,NV,approx centroid,S-0634,SR-0916,-114.249382929000,40.821143417700,489.67,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
635,Western Tecoma Valley,1284,NV,approx centroid,S-0635,SR-0917,-114.301423300000,41.274790031900,527.76,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
636,Pilot Range,1205,NV,approx centroid,S-0636,SR-0918,-114.121811992000,40.974936571900,509.75,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
637,Bluewing Mountains (unnamed),1242,NV,approx centroid,S-0637,SR-0919,-119.066038400000,40.358438634700,352.45,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
638,Trinity Range (unnamed),1262,NV,approx centroid,S-0638,SR-0920,-118.729517277000,40.102857372200,320.11,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
639,Packard Flat (unnamed),1266,NV,approx centroid,S-0639,SR-0921,-118.166790692000,40.214878757100,326.99,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
640,Reno (unnamed),1243,NV,approx centroid,S-0640,SR-0922,-119.719100451000,39.458315924300,274.98,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
641,Carson Lineament,1144,NV,approx centroid,S-0641,SR-0923,-119.356676745000,39.379572464100,254.33,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
642,Pine Mountains (unnamed),1251,NV,approx centroid,S-0642,SR-0924,-119.331715050000,39.191631742900,234.14,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
643,Little Valley (unnamed),1252,NV,approx centroid,S-0643,SR-0925,-119.214658068000,39.805659048500,295.49,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
644,Dead Camel Mountain (unnamed),1244,NV,approx centroid,S-0644,SR-0926,-119.098609302000,39.378921093800,247.18,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
645,"Desert Mountains (west, unnamed)",1247,NV,approx centroid,S-0645,SR-0927,-119.175823211000,39.250656926900,235.57,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
646,"Desert Mountains (center, unnamed)",1245,NV,approx centroid,S-0646,SR-0928,-119.032475628000,39.240068436800,230.8,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
647,"Desert Mountains (east, unnamed)",1246,NV,approx centroid,S-0647,SR-0929,-118.945765232000,39.210162037000,225.66,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
648,Sagouse,1215,NV,approx centroid,S-0648,SR-0930,-118.737654870000,39.549730244300,259.27,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
649,Maverick Springs Range (south),1184,NV,approx centroid,S-0649,SR-0931,-115.378975438000,40.038262569300,362.97,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
650,Maverick Springs Range (north),1183,NV,approx centroid,S-0650,SR-0932,-115.375314514000,40.189517113000,377.21,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
651,Northern Snake Mountains,1194,NV,approx centroid,S-0651,SR-0933,-114.978631493000,41.225659771300,493.38,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
652,McAfee Canyon,1185,NV,approx centroid,S-0652,SR-0934,-117.969066723000,37.652911421700,48.45,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,QFFD
653,Pahranagat Valley (unnamed),1270,NV,approx centroid,S-0653,SR-0935,-115.331867824000,37.595061498200,178.86,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
654,Agai Pah Hills,1138,NV,approx centroid,S-0654,SR-0936,-118.604012176000,38.829350195200,178.48,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
655,Antelope Peak,1139,NV,approx centroid,S-0655,SR-0937,-116.372160315000,39.259797139100,245.03,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
656,Belted Range,1142,NV,approx centroid,S-0656,SR-0938,-116.140810014000,37.472924539400,118.29,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
657,Big Sand Springs (center),1145,NV,approx centroid,S-0657,SR-0939,-116.005677213000,38.624479369900,206.59,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
658,Cherry Creek,1148,NV,approx centroid,S-0658,SR-0940,-115.127316171000,39.832732169800,357.3,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
659,Coal Mine Canyon,1150,NV,approx centroid,S-0659,SR-0941,-115.677126737000,41.046129435000,449.81,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
660,Contact (north),1151,NV,approx centroid,S-0660,SR-0942,-114.699674639000,41.810621853100,561.62,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
661,Dry Hills,1155,NV,approx centroid,S-0661,SR-0943,-116.439369023000,40.474546701400,368.1,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
662,Steptoe Valley (east),1156,NV,approx centroid,S-0662,SR-0944,-114.738591380000,38.993811958900,317.36,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
663,Eastern Carson Sink,1158,NV,approx centroid,S-0663,SR-0945,-118.271938350000,39.731609937900,275.62,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
664,Eastern Dixie Valley (north),1160,NV,approx centroid,S-0664,SR-0946,-117.713900638000,39.933871500000,292.78,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
665,Eastern Humboldt Range,1162,NV,approx centroid,S-0665,SR-0947,-118.116540692000,40.533595078600,361.54,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
666,Eastern Jackson Mountains,1163,NV,approx centroid,S-0666,SR-0948,-118.332956143000,41.314817138400,449.87,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
667,Eastern Reveille Range,1166,NV,approx centroid,S-0667,SR-0949,-116.079288022000,37.940550765900,153.19,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
668,Echo Canyon,1168,NV,approx centroid,S-0668,SR-0950,-115.818307200000,38.592478242300,216.09,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
669,Gabbs Valley,1171,NV,approx centroid,S-0669,SR-0951,-118.027110437000,38.804070264000,170.53,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
670,Hot Springs Mountains,1177,NV,approx centroid,S-0670,SR-0952,-119.035688185000,39.621528084400,271.87,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
671,White River Valley (unnamed),1264,NV,approx centroid,S-0671,SR-0953,-115.117341159000,38.482545055400,256.56,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
672,Pahrump,1198,NV / CA,approx centroid,S-0672,SR-0954,-116.065640192000,36.134014605100,59.09,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
673,Mead Slope,2040,AZ,approx centroid,S-0673,SR-1004,-114.699705782000,36.086611833600,162.62,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
674,Detrital Valley,2033,AZ,approx centroid,S-0674,SR-1005,-114.538760645000,35.894715861200,171.13,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
675,Needles Graben,2043,AZ,approx centroid,S-0675,SR-1006,-114.472099460000,34.832978901100,133.49,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
676,Louderback Mountains,1182,NV,approx centroid,S-0676,SR-1088,-118.119464489000,39.405164620600,237.57,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
677,"Long Valley (center, unnamed)",1248,NV,approx centroid,S-0677,SR-1123,-119.832920474000,41.497070625700,490.49,N/A,slip rate study,2..5 +/- 0.5 m vertical separation since 15.6 +/- 0.3 ka,0.15,0.14,0.16,unknown,unprojected (vertical),reported,scarp heights,Lahontan high stand (Sehoo),1(?),15.6 +/- 0.3,0,0.2,"Personius et al., (2017) Geosphere"
678,"Long Valley (south, unnamed)",1250,NV,approx centroid,S-0678,SR-1124,-119.795407812000,41.447059985300,484.29,N/A,slip rate study,2..5 +/- 0.5 m vertical separation since 15.6 +/- 0.3 ka,0.15,0.14,0.16,unknown,unprojected (vertical),reported,scarp heights,Lahontan high stand (Sehoo),1(?),15.6 +/- 0.3,0,0.2,"Personius et al., (2017) Geosphere"
679,San Gregorio (south),246,CA,approx centroid,S-0679,SR-0268,-121.983838062000,36.486423229600,44,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,QFFD
680,San Jacinto (Anza),804,CA,Hog Lake,S-0680,SR-0388,-116.710967138000,33.612968694100,0.21,PNRA-SJFZ-ANZA-Clark_fault_north-CFM4,slip rate study,Offset of distinctive gravelly sand dated to after AD 300.,16,5,35,unknown,horizontal,reported (only preferred value listed in Appendix B; no uncertainty included; reported rate is a minimum),deposit,C14,unlisted,1-11,5,35,"Blisnuik and Rockwell (in prep; written communication, 2012)"
681,San Jacinto (Anza),804,CA,Anza,S-0681,SR-0389,-116.670781473000,33.587760903700,0.22,PNRA-SJFZ-ANZA-Clark_fault_north-CFM4,slip rate study,"Rate reported by Blisnuik and others. (in prep), site coordinates approximate, but appears to be near the same area as the rate reported by Rockwell and others (1990).",14,11.3,18.2,unknown,horizontal,reported (author reported as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),unlisted,cosmo,unlisted,11-130,5,35,Rockwell and others (1990)
682,San Jacinto (Anza),804,CA,Anza,S-0682,SR-0390,-116.670781473000,33.587760903700,0.22,PNRA-SJFZ-ANZA-Clark_fault_north-CFM4,slip rate study,"Other preferred time interval rates at Anza reported by Rockwell and others (1990) are >9 mm/yr (9.5 ka), 11 mm/yr (~14 ka) and 12 mm/yr (~17 ka). This rate reported in this compilation in order to compare with new rates reported by Blisnuik and others",,9,23,unknown,horizontal,reported (only range listed in Appendix B no preferred rate included),unlisted,"Soil correlation, C14",unlisted,11-130,5,35,Rockwell and others (1990)
683,San Jacinto (Borrego),801,CA,Carrizo Wash,S-0683,SR-0378,-115.952834315000,33.005154095900,0.3,PNRA-SJFZ-SSMT-Superstition_Mountain_fault-CFM4,slip rate study,"Unpublished slip rate. 7m offset in 4 events in past 1200 yrs. This rate is similar to Gurrola and Rockwell (1996), although this may be more robust because the G&R rate is a one interval rate.",,5,9,unknown,horizontal,reported (only range listed in Appendix B no preferred rate included),channel,unlisted,4,<1,5,35,Verdugo and others (2006)
684,San Jacinto (Borrego),801,CA,per Pollard and Rockwell (1995),S-0684,SR-0379,-116.075113830000,33.108647678400,0.6,PNRA-SJFZ-BRMT-Coyote_Creek_fault-CFM4,slip rate study,"~300 year rate, unknown number of events. Rate is similar to the rate reported by Sharp (1981) and Clark and others (1972), however, these other rates rely on assumptions about characteristic slip to derive slip rates. This may be a minimum, Rockwell (p",4.5,1,5,unknown,horizontal,reported (only preferred value listed in Appendix B; no uncertainty included),edge of deposit,C14,unlisted,<1,1,5,Pollard and Rockwell (1995)
685,San Jacinto (Clark),803,CA,Santa Rosa Mountains,S-0685,SR-0383,-116.170498521000,33.296446641500,0.12,PNRA-SJFZ-ANZA-Clark_fault_south_west_link-CFM4,slip rate study,Slip assumed to be distributed off of main Clark fault and partitioned to Coyote Creek fault and/or distributed deformation. Minimum rate for the zone.,1.3,0.9,1.7,unknown,horizontal,reported (author reported as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),channel,10Be,unlisted,11-130,5,35,"Blisnuik and others (2010); Blisnuik and Rockwell (in prep; written communication, 2012)"
686,San Jacinto (Clark),803,CA,Santa Rosa Mountains,S-0686,SR-0384,-116.170498521000,33.296446641500,0.12,PNRA-SJFZ-ANZA-Clark_fault_south_west_link-CFM4,slip rate study,Holocene slip rate reported by Blisnuik and others. (in prep),3.7,2.7,4.8,unknown,horizontal,reported (author reported as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),unlisted,10Be,unlisted,1-11,5,35,Blisnuik and others. (in prep)
687,San Jacinto (Clark),803,CA,per Blisniuk and others,S-0687,SR-0385,-116.437306226000,33.443495118200,0.06,PNRA-SJFZ-ANZA-Clark_fault_south_main-CFM4,slip rate study,Blisnuik and others. (in prep) Holocene rate.,7.5,5.6,9.5,unknown,horizontal,reported (author reported as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),unlisted,unlisted,unlisted,1-11,5,35,"Blisnuik and others. (in prep); written communication, 2012)"
688,San Jacinto (Clark),803,CA,Rockhouse Canyon,S-0688,SR-0386,-116.367233777000,33.406774799600,0.09,PNRA-SJFZ-ANZA-Clark_fault_south_main-CFM4,slip rate study,Blisnuik and others. (in prep) Holocene rate.,8.2,5.7,10.3,unknown,horizontal,reported (author reported as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),channel,10Be,unlisted,1-11,5,35,"Blisnuik and others. (in prep); written communication, 2012)"
